repulsion_force,speed_factor,enemy_speed,gain,target_distance,num_robots,num_enemies,killed,reached_target,ticks
10,1,1,100,30,1,1,0,1,22140
10,1,1,100,30,1,2,0,1,22140
10,1,1,100,30,1,3,1,0,13986
10,1,1,100,30,1,4,1,0,13986
10,1,1,100,30,2,1,0,2,23028
10,1,1,100,30,2,2,0,2,23028
10,1,1,100,30,2,3,1,1,22213
10,1,1,100,30,2,4,1,1,22213
10,1,1,100,30,3,2,1,2,23127
10,1,1,100,30,3,3,2,1,22320
10,1,1,100,30,3,4,2,1,22320
10,1,1,100,30,4,1,0,4,23030
10,1,1,100,30,4,2,0,4,23030
10,1,1,100,30,4,3,1,3,23012
10,1,1,100,30,4,4,2,2,22988
10,1,1,100,30,5,2,2,3,23172
10,1,1,100,30,5,3,3,2,22398
10,1,1,100,30,5,4,4,1,22398
10,1,1,100,30,6,1,0,6,23112
10,1,1,100,30,6,2,2,4,22817
10,1,1,100,30,6,3,3,3,23015
10,1,1,100,30,6,4,4,2,23015
10,1,1,100,30,7,1,0,7,24355
10,1,1,100,30,7,2,1,6,23576
10,1,1,100,30,7,3,1,6,23525
10,1,1,100,30,7,4,3,4,23566
10,1,1,100,30,8,1,0,8,24296
10,1,1,100,30,8,2,2,6,23386
10,1,1,100,30,8,3,2,6,23386
10,1,1,100,30,8,4,2,6,23386
10,1,1,100,30,9,1,0,9,23181
10,1,1,100,30,9,2,2,7,26126
10,1,1,100,30,9,3,2,7,26126
10,1,1,100,30,9,4,3,6,25170
10,1,1,100,30,10,1,3,7,23387
10,1,1,100,30,10,2,4,6,23037
10,1,1,100,30,10,3,4,6,23037
10,1,1,100,30,10,4,5,5,24667
10,1,1,100,30,11,1,1,10,23409
10,1,1,100,30,11,2,4,7,23898
10,1,1,100,30,11,3,5,6,23164
10,1,1,100,30,11,4,7,4,22781
10,1,1,100,30,12,1,2,10,23547
10,1,1,100,30,12,2,3,9,23763
10,1,1,100,30,12,3,4,8,23629
10,1,1,100,30,12,4,7,5,23487
10,1,1,100,30,13,1,2,11,23019
10,1,1,100,30,13,2,4,9,24502
10,1,1,100,30,13,3,6,7,23149
10,1,1,100,30,13,4,9,4,22509
10,1,1,100,30,14,1,2,12,22662
10,1,1,100,30,14,2,3,11,22903
10,1,1,100,30,14,3,4,10,22838
10,1,1,100,30,14,4,7,7,23105
10,1,1,100,30,15,1,2,13,22796
10,1,1,100,30,15,2,3,12,22725
10,1,1,100,30,15,3,6,9,22823
10,1,1,100,30,15,4,7,8,23231
10,1,1,1000,15,1,1,0,1,22140
10,1,1,1000,15,1,2,0,1,22140
10,1,1,1000,15,1,3,1,0,13986
10,1,1,1000,15,1,4,1,0,13986
10,1,1,1000,15,2,1,0,2,22741
10,1,1,1000,15,2,2,0,2,22741
10,1,1,1000,15,2,3,0,2,22741
10,1,1,1000,15,2,4,0,2,22741
10,1,1,1000,15,3,1,0,3,22601
10,1,1,1000,15,3,2,0,3,22678
10,1,1,1000,15,3,3,0,3,22678
10,1,1,1000,15,3,4,0,3,22678
10,1,1,1000,15,4,1,0,4,22754
10,1,1,1000,15,4,2,1,3,22754
10,1,1,1000,15,4,3,1,3,22754
10,1,1,1000,15,4,4,2,2,22754
10,1,1,1000,15,5,1,0,5,22774
10,1,1,1000,15,5,2,1,4,22774
10,1,1,1000,15,5,3,1,4,22774
10,1,1,1000,15,5,4,2,3,22774
10,1,1,1000,15,6,1,0,6,22742
10,1,1,1000,15,6,2,1,5,22642
10,1,1,1000,15,6,3,1,5,22829
10,1,1,1000,15,6,4,2,4,22829
10,1,1,1000,15,7,1,0,7,22749
10,1,1,1000,15,7,2,1,6,23162
10,1,1,1000,15,7,3,1,6,23162
10,1,1,1000,15,7,4,5,2,22656
10,1,1,1000,15,8,1,0,8,22484
10,1,1,1000,15,8,2,4,4,22365
10,1,1,1000,15,8,3,5,3,22207
10,1,1,1000,15,8,4,6,2,22057
10,1,1,1000,15,9,1,0,9,22734
10,1,1,1000,15,9,2,4,5,22111
10,1,1,1000,15,9,3,6,3,22111
10,1,1,1000,15,9,4,7,2,21837
10,1,1,1000,15,10,1,0,10,22359
10,1,1,1000,15,10,2,3,7,22377
10,1,1,1000,15,10,3,5,5,22383
10,1,1,1000,15,10,4,7,3,22295
10,1,1,1000,15,11,1,0,11,22486
10,1,1,1000,15,11,2,6,5,22382
10,1,1,1000,15,11,3,6,5,22382
10,1,1,1000,15,11,4,8,3,22259
10,1,1,1000,15,12,1,0,12,22392
10,1,1,1000,15,12,2,4,8,24008
10,1,1,1000,15,12,3,4,8,24008
10,1,1,1000,15,12,4,10,2,22478
10,1,1,1000,15,13,1,1,12,22285
10,1,1,1000,15,13,2,4,9,24913
10,1,1,1000,15,13,3,6,7,23375
10,1,1,1000,15,13,4,8,5,23050
10,1,1,1000,15,14,1,0,14,22540
10,1,1,1000,15,14,2,2,12,22510
10,1,1,1000,15,14,3,2,12,22510
10,1,1,1000,15,14,4,4,10,22617
10,1,1,1000,15,15,1,3,12,22549
10,1,1,1000,15,15,2,5,10,22654
10,1,1,1000,15,15,3,5,10,22507
10,1,1,1000,15,15,4,7,8,22917
10,1,1,1000,20,1,1,0,1,22140
10,1,1,1000,20,1,2,0,1,22140
10,1,1,1000,20,1,3,1,0,13986
10,1,1,1000,20,1,4,1,0,13986
10,1,1,1000,20,2,1,0,2,22914
10,1,1,1000,20,2,2,0,2,22914
10,1,1,1000,20,2,3,0,2,22918
10,1,1,1000,20,2,4,0,2,22918
10,1,1,1000,20,3,1,0,3,22712
10,1,1,1000,20,3,2,0,3,22859
10,1,1,1000,20,3,3,0,3,22859
10,1,1,1000,20,3,4,1,2,22792
10,1,1,1000,20,4,1,0,4,22921
10,1,1,1000,20,4,2,1,3,22921
10,1,1,1000,20,4,3,1,3,22921
10,1,1,1000,20,4,4,2,2,22921
10,1,1,1000,20,5,1,0,5,22911
10,1,1,1000,20,5,2,1,4,22879
10,1,1,1000,20,5,3,1,4,22879
10,1,1,1000,20,5,4,3,2,22782
10,1,1,1000,20,6,1,0,6,22911
10,1,1,1000,20,6,2,2,4,23101
10,1,1,1000,20,6,3,2,4,23101
10,1,1,1000,20,6,4,3,3,22829
10,1,1,1000,20,7,1,0,7,22900
10,1,1,1000,20,7,2,4,3,22648
10,1,1,1000,20,7,3,4,3,22648
10,1,1,1000,20,7,4,5,2,22648
10,1,1,1000,20,8,1,0,8,23103
10,1,1,1000,20,8,2,4,4,22510
10,1,1,1000,20,8,3,4,4,22510
10,1,1,1000,20,8,4,5,3,22284
10,1,1,1000,20,9,1,0,9,22899
10,1,1,1000,20,9,2,1,8,22877
10,1,1,1000,20,9,3,2,7,22793
10,1,1,1000,20,9,4,4,5,23693
10,1,1,1000,20,10,1,2,8,23401
10,1,1,1000,20,10,2,4,6,23224
10,1,1,1000,20,10,3,4,6,23224
10,1,1,1000,20,10,4,6,4,23630
10,1,1,1000,20,11,1,1,10,23149
10,1,1,1000,20,11,2,4,7,23802
10,1,1,1000,20,11,3,5,6,25029
10,1,1,1000,20,11,4,7,4,24029
10,1,1,1000,20,12,1,2,10,23169
10,1,1,1000,20,12,2,6,6,24206
10,1,1,1000,20,12,3,6,6,24206
10,1,1,1000,20,12,4,10,2,23627
